"id","Name","Measure","Measure.Info","Geo.Type.Name","PM.Levels","Borough","Year","decade","population"
629018,"Asthma hospitalizations due to Ozone","Estimated annual rate (age 18+)","per 100,000 adults","UHF42",12,"Bronx","2015",2010,1385108
670930,"Ozone (O3)","Mean","ppb","UHF34",29.5,"Brooklyn","2020",2020,2648452
667353,"Nitrogen dioxide (NO2)","Mean","ppb","UHF34",10.4,"Brooklyn","2020",2020,2648452
605274,"Ozone (O3)","Mean","ppb","UHF34",30.6,"Bronx","2018",2010,1385108
222626,"Ozone (O3)","Mean","ppb","UHF42",40.3,"Queens","2012",2010,2250002
222494,"Ozone (O3)","Mean","ppb","UHF42",34.3,"Brooklyn","2012",2010,2552911
743710,"Ozone (O3)","Mean","ppb","UHF42",32,"Brooklyn","2021",2020,2648452
172683,"Nitrogen dioxide (NO2)","Mean","ppb","UHF34",21,"Bronx","2012",2010,1385108
172684,"Nitrogen dioxide (NO2)","Mean","ppb","UHF34",19.9,"Bronx","2012",2010,1385108
825958,"Nitrogen dioxide (NO2)","Mean","ppb","UHF34",11.4,"Brooklyn","2022",2020,2648452
172699,"Nitrogen dioxide (NO2)","Mean","ppb","UHF34",27.1,"Manhattan","2012",2010,1585873
172688,"Nitrogen dioxide (NO2)","Mean","ppb","UHF34",20.7,"Brooklyn","2012",2010,2552911
825903,"Nitrogen dioxide (NO2)","Mean","ppb","UHF34",13,"Manhattan","2022",2020,1638281
825970,"Nitrogen dioxide (NO2)","Mean","ppb","UHF34",11.5,"Bronx","2022",2020,1446788
173194,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF34",9.5,"Bronx","2011",2010,1385108
547514,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF34",7.9,"Brooklyn","2016",2010,2552911
547512,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF34",9.1,"Brooklyn","2017",2010,2552911
410815,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",9,"Manhattan","2016",2010,1585873
742244,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",9.6,"Manhattan","2021",2020,1638281
742208,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",8.3,"Brooklyn","2021",2020,2648452
177911,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",9.9,"Brooklyn","2012",2010,2552911
742209,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",6.4,"Brooklyn","2021",2020,2648452
177239,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",11.6,"Brooklyn","2010",2010,2552911
823436,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF34",6.5,"Brooklyn","2022",2020,2648452
823403,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF34",7,"Manhattan","2022",2020,1638281
174213,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF34",9.5,"Bronx","2012",2010,1385108
823448,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF34",7.1,"Bronx","2022",2020,1446788
823445,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF34",7,"Bronx","2022",2020,1446788
174214,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF34",9.2,"Bronx","2012",2010,1385108
605994,"Fine particles (PM 2.5)","Mean","mcg/m3","CD",7.9,"Brooklyn","2018",2010,2552911
173188,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF34",11.8,"Staten Island","2010",2010,468730
173630,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF34",10.5,"Staten Island","2009",2000,443728
174276,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF34",8,"Staten Island","2013",2010,468730
334173,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF34",8.6,"Staten Island","2014",2010,468730
547588,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF34",6.9,"Staten Island","2017",2010,468730
742383,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF34",6.3,"Staten Island","2021",2020,487155
178543,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",9.9,"Manhattan","2012",2010,1585873
823325,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",7.1,"Bronx","2022",2020,1446788
214143,"Fine particles (PM 2.5)","Mean","mcg/m3","CD",8.9,"Brooklyn","2014",2010,2552911
547452,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",10.2,"Queens","2017",2010,2250002
173137,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF34",10.4,"Brooklyn","2009",2000,2465326
669674,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF34",6.7,"Brooklyn","2020",2020,2648452
605832,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF34",9.3,"Brooklyn","2018",2010,2552911
669668,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF34",7.6,"Brooklyn","2020",2020,2648452
169489,"Fine particles (PM 2.5)","Mean","mcg/m3","CD",10.2,"Brooklyn","2012",2010,2552911
169548,"Fine particles (PM 2.5)","Mean","mcg/m3","CD",9.9,"Brooklyn","2013",2010,2552911
823203,"Fine particles (PM 2.5)","Mean","mcg/m3","CD",7.1,"Manhattan","2021",2020,1638281
411001,"Fine particles (PM 2.5)","Mean","mcg/m3","CD",7.8,"Manhattan","2016",2010,1585873
547621,"Fine particles (PM 2.5)","Mean","mcg/m3","CD",8.9,"Manhattan","2017",2010,1585873
334212,"Fine particles (PM 2.5)","Mean","mcg/m3","CD",10.2,"Manhattan","2014",2010,1585873
170409,"Fine particles (PM 2.5)","Mean","mcg/m3","CD",9.6,"Manhattan","2013",2010,1585873
334218,"Fine particles (PM 2.5)","Mean","mcg/m3","CD",10.3,"Manhattan","2014",2010,1585873
518648,"Asthma hospitalizations due to Ozone","Estimated annual rate (age 18+)","per 100,000 adults","UHF42",5.8,"Bronx","2012",2010,1385108
670923,"Ozone (O3)","Mean","ppb","UHF34",29.4,"Brooklyn","2020",2020,2648452
222446,"Ozone (O3)","Mean","ppb","UHF42",32.7,"Brooklyn","2012",2010,2552911
743708,"Ozone (O3)","Mean","ppb","UHF42",27.9,"Manhattan","2021",2020,1638281
172695,"Nitrogen dioxide (NO2)","Mean","ppb","UHF34",23.4,"Brooklyn","2012",2010,2552911
334254,"Fine particles (PM 2.5)","Mean","mcg/m3","CD",10.1,"Bronx","2014",2010,1385108
334284,"Fine particles (PM 2.5)","Mean","mcg/m3","CD",8.7,"Brooklyn","2014",2010,2552911
334290,"Fine particles (PM 2.5)","Mean","mcg/m3","CD",8.7,"Brooklyn","2014",2010,2552911
173205,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF34",9.9,"Brooklyn","2011",2010,2552911
667364,"Nitrogen dioxide (NO2)","Mean","ppb","UHF34",25.6,"Brooklyn","2019",2010,2552911
172624,"Nitrogen dioxide (NO2)","Mean","ppb","UHF34",19.1,"Brooklyn","2010",2010,2552911
211561,"Nitrogen dioxide (NO2)","Mean","ppb","UHF34",28.1,"Brooklyn","2013",2010,2552911
825926,"Nitrogen dioxide (NO2)","Mean","ppb","UHF34",15,"Brooklyn","2022",2020,2648452
602887,"Nitrogen dioxide (NO2)","Mean","ppb","UHF34",27.1,"Queens","2017",2010,2250002
799866,"Outdoor Air Toxics - Formaldehyde","Annual average concentration","Âµg/m3","Borough",1.4,"Queens","2014",2010,2250002
315636,"Outdoor Air Toxics - Formaldehyde","Annual average concentration","Âµg/m3","Borough",2.1,"Queens","2011",2010,2250002
743595,"Ozone (O3)","Mean","ppb","CD",31.3,"Queens","2021",2020,2330295
743611,"Ozone (O3)","Mean","ppb","CD",31.8,"Brooklyn","2021",2020,2648452
172102,"Nitrogen dioxide (NO2)","Mean","ppb","UHF34",24.6,"Bronx","2009",2000,1332650
171660,"Nitrogen dioxide (NO2)","Mean","ppb","UHF34",31.2,"Bronx","2010",2010,1385108
172748,"Nitrogen dioxide (NO2)","Mean","ppb","UHF34",22.5,"Bronx","2013",2010,1385108
336717,"Nitrogen dioxide (NO2)","Mean","ppb","UHF34",25.5,"Bronx","2014",2010,1385108
549986,"Nitrogen dioxide (NO2)","Mean","ppb","UHF34",21,"Bronx","2017",2010,1385108
741120,"Nitrogen dioxide (NO2)","Mean","ppb","UHF34",18.1,"Bronx","2021",2020,1446788
165954,"Nitrogen dioxide (NO2)","Mean","ppb","CD",19.9,"Brooklyn","2011",2010,2552911
165836,"Nitrogen dioxide (NO2)","Mean","ppb","CD",25.7,"Brooklyn","2009",2000,2465326
603048,"Nitrogen dioxide (NO2)","Mean","ppb","CD",9.3,"Brooklyn","2018",2010,2552911
550107,"Nitrogen dioxide (NO2)","Mean","ppb","CD",23.6,"Brooklyn","2016",2010,2552911
550105,"Nitrogen dioxide (NO2)","Mean","ppb","CD",11,"Brooklyn","2017",2010,2552911
549440,"Ozone (O3)","Mean","ppb","CD",32.4,"Brooklyn","2017",2010,2552911
121682,"Ozone (O3)","Mean","ppb","CD",28.3,"Brooklyn","2009",2000,2465326
549442,"Ozone (O3)","Mean","ppb","CD",31.7,"Brooklyn","2017",2010,2552911
211393,"Nitrogen dioxide (NO2)","Mean","ppb","Borough",18.9,"Queens","2014",2010,2250002
131841,"Ozone (O3)","Mean","ppb","Borough",28.3,"Queens","2009",2000,2229379
173098,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF34",12.6,"Brooklyn","2008",2000,2465326
823420,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF34",5.4,"Brooklyn","2022",2020,2648452
173632,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF34",11.4,"Bronx","2009",2000,1332650
173190,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF34",14.5,"Bronx","2010",2010,1385108
168489,"Fine particles (PM 2.5)","Mean","mcg/m3","CD",8.9,"Brooklyn","2009",2000,2465326
547707,"Fine particles (PM 2.5)","Mean","mcg/m3","CD",8.1,"Brooklyn","2017",2010,2552911
606009,"Fine particles (PM 2.5)","Mean","mcg/m3","CD",7.9,"Brooklyn","2018",2010,2552911
547709,"Fine particles (PM 2.5)","Mean","mcg/m3","CD",7.3,"Brooklyn","2016",2010,2552911
168491,"Fine particles (PM 2.5)","Mean","mcg/m3","CD",9.1,"Brooklyn","2009",2000,2465326
547713,"Fine particles (PM 2.5)","Mean","mcg/m3","CD",8.3,"Brooklyn","2017",2010,2552911
827040,"Ozone (O3)","Mean","ppb","CD",30.6,"Manhattan","2022",2020,1638281
827014,"Ozone (O3)","Mean","ppb","CD",36.5,"Brooklyn","2022",2020,2648452
826996,"Ozone (O3)","Mean","ppb","CD",33.7,"Queens","2022",2020,2330295
826321,"Nitrogen dioxide (NO2)","Mean","ppb","CD",10.6,"Brooklyn","2022",2020,2648452
336781,"Nitrogen dioxide (NO2)","Mean","ppb","CD",20.1,"Bronx","2015",2010,1385108
216487,"Ozone (O3)","Mean","ppb","CD",31.5,"Brooklyn","2014",2010,2552911
216583,"Ozone (O3)","Mean","ppb","CD",31.7,"Queens","2014",2010,2250002
216331,"Ozone (O3)","Mean","ppb","CD",28.5,"Manhattan","2014",2010,1585873
216343,"Ozone (O3)","Mean","ppb","CD",29,"Manhattan","2014",2010,1585873
216403,"Ozone (O3)","Mean","ppb","CD",31.3,"Bronx","2014",2010,1385108
216595,"Ozone (O3)","Mean","ppb","CD",32.3,"Queens","2014",2010,2250002
549927,"Nitrogen dioxide (NO2)","Mean","ppb","UHF34",23.3,"Brooklyn","2016",2010,2552911
338227,"Ozone (O3)","Mean","ppb","UHF34",35,"Brooklyn","2015",2010,2552911
336656,"Nitrogen dioxide (NO2)","Mean","ppb","UHF34",11.1,"Brooklyn","2015",2010,2552911
643484,"Nitrogen dioxide (NO2)","Mean","ppb","UHF34",10,"Brooklyn","2019",2010,2552911
643483,"Nitrogen dioxide (NO2)","Mean","ppb","UHF34",13.5,"Brooklyn","2019",2010,2552911
518917,"Asthma emergency department visits due to PM2.5","Estimated annual rate (under age 18)","per 100,000 children","UHF42",49,"Queens","2012",2010,2250002
216594,"Ozone (O3)","Mean","ppb","CD",30.8,"Queens","2013",2010,2250002
667641,"Nitrogen dioxide (NO2)","Mean","ppb","CD",12.7,"Bronx","2020",2020,1446788
213609,"Nitrogen dioxide (NO2)","Mean","ppb","CD",21.7,"Brooklyn","2014",2010,2552911
603030,"Nitrogen dioxide (NO2)","Mean","ppb","CD",13.6,"Brooklyn","2018",2010,2552911
605327,"Ozone (O3)","Mean","ppb","CD",31.1,"Bronx","2018",2010,1385108
121666,"Ozone (O3)","Mean","ppb","CD",28,"Bronx","2009",2000,1332650
671115,"Ozone (O3)","Mean","ppb","CD",29.3,"Brooklyn","2020",2020,2648452
671113,"Ozone (O3)","Mean","ppb","CD",30.2,"Brooklyn","2020",2020,2648452
743629,"Ozone (O3)","Mean","ppb","CD",29.7,"Bronx","2021",2020,1446788
743617,"Ozone (O3)","Mean","ppb","CD",30.6,"Brooklyn","2021",2020,2648452
175404,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",25.9,"Queens","2011",2010,2250002
212571,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",21.9,"Queens","2014",2010,2250002
211871,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF34",11,"Brooklyn","2013",2010,2552911
649828,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF34",6,"Brooklyn","2019",2010,2552911
410992,"Fine particles (PM 2.5)","Mean","mcg/m3","CD",8,"Manhattan","2016",2010,1585873
547665,"Fine particles (PM 2.5)","Mean","mcg/m3","CD",9.2,"Bronx","2017",2010,1385108
605991,"Fine particles (PM 2.5)","Mean","mcg/m3","CD",8.3,"Brooklyn","2018",2010,2552911
669906,"Fine particles (PM 2.5)","Mean","mcg/m3","CD",6.8,"Brooklyn","2020",2020,2648452
547701,"Fine particles (PM 2.5)","Mean","mcg/m3","CD",8.4,"Brooklyn","2017",2010,2552911
212075,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF34",8.4,"Brooklyn","2014",2010,2552911
547535,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF34",7.4,"Brooklyn","2016",2010,2552911
605990,"Fine particles (PM 2.5)","Mean","mcg/m3","CD",7.1,"Brooklyn","2018",2010,2552911
823497,"Fine particles (PM 2.5)","Mean","mcg/m3","CD",6.8,"Brooklyn","2021",2020,2648452
742424,"Fine particles (PM 2.5)","Mean","mcg/m3","CD",8.7,"Manhattan","2021",2020,1638281
742419,"Fine particles (PM 2.5)","Mean","mcg/m3","CD",6.8,"Manhattan","2021",2020,1638281
547630,"Fine particles (PM 2.5)","Mean","mcg/m3","CD",8.1,"Manhattan","2017",2010,1585873
742425,"Fine particles (PM 2.5)","Mean","mcg/m3","CD",6.8,"Manhattan","2021",2020,1638281
122150,"Ozone (O3)","Mean","ppb","UHF34",30.5,"Queens","2009",2000,2229379
670911,"Ozone (O3)","Mean","ppb","UHF34",31.5,"Queens","2020",2020,2330295
549395,"Ozone (O3)","Mean","ppb","UHF34",35.2,"Queens","2017",2010,2250002
211769,"Nitrogen dioxide (NO2)","Mean","ppb","UHF34",17.6,"Brooklyn","2014",2010,2552911
667389,"Nitrogen dioxide (NO2)","Mean","ppb","UHF34",8.9,"Brooklyn","2020",2020,2648452
605285,"Ozone (O3)","Mean","ppb","UHF34",32.5,"Brooklyn","2018",2010,2552911
172694,"Nitrogen dioxide (NO2)","Mean","ppb","UHF34",17.2,"Brooklyn","2012",2010,2552911
825915,"Nitrogen dioxide (NO2)","Mean","ppb","UHF34",8.5,"Brooklyn","2022",2020,2648452
825876,"Nitrogen dioxide (NO2)","Mean","ppb","UHF34",7,"Queens","2022",2020,2330295
334281,"Fine particles (PM 2.5)","Mean","mcg/m3","CD",8.9,"Brooklyn","2014",2010,2552911
742497,"Fine particles (PM 2.5)","Mean","mcg/m3","CD",6.4,"Brooklyn","2021",2020,2648452
605829,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF34",7.9,"Brooklyn","2018",2010,2552911
605750,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",7.6,"Queens","2018",2010,2250002
742250,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",9,"Queens","2021",2020,2330295
823376,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF34",5.5,"Queens","2022",2020,2330295
334279,"Fine particles (PM 2.5)","Mean","mcg/m3","CD",8.7,"Brooklyn","2015",2010,2552911
410996,"Fine particles (PM 2.5)","Mean","mcg/m3","CD",8.6,"Manhattan","2015",2010,1585873
649752,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",8,"Queens","2018",2010,2250002
168615,"Fine particles (PM 2.5)","Mean","mcg/m3","CD",9,"Queens","2011",2010,2250002
605901,"Fine particles (PM 2.5)","Mean","mcg/m3","CD",9,"Manhattan","2018",2010,1585873
165956,"Nitrogen dioxide (NO2)","Mean","ppb","CD",24.4,"Brooklyn","2011",2010,2552911
550111,"Nitrogen dioxide (NO2)","Mean","ppb","CD",13.8,"Brooklyn","2017",2010,2552911
603054,"Nitrogen dioxide (NO2)","Mean","ppb","CD",12.5,"Brooklyn","2018",2010,2552911
550113,"Nitrogen dioxide (NO2)","Mean","ppb","CD",25.3,"Brooklyn","2016",2010,2552911
165824,"Nitrogen dioxide (NO2)","Mean","ppb","CD",29,"Brooklyn","2009",2000,2465326
550069,"Nitrogen dioxide (NO2)","Mean","ppb","CD",15.7,"Brooklyn","2017",2010,2552911
172221,"Nitrogen dioxide (NO2)","Mean","ppb","UHF34",21.5,"Manhattan","2013",2010,1585873
602831,"Nitrogen dioxide (NO2)","Mean","ppb","UHF34",16.2,"Bronx","2018",2010,1385108
743669,"Ozone (O3)","Mean","ppb","UHF34",27.9,"Manhattan","2021",2020,1638281
743679,"Ozone (O3)","Mean","ppb","UHF34",28.7,"Brooklyn","2021",2020,2648452
212555,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",20.5,"Brooklyn","2014",2010,2552911
175389,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",20.3,"Brooklyn","2011",2010,2552911
175315,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",40.6,"Manhattan","2009",2000,1537195
175399,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",36.3,"Manhattan","2011",2010,1585873
825757,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",10.2,"Brooklyn","2022",2020,2648452
176649,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",17.2,"Brooklyn","2012",2010,2552911
176659,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",37.3,"Manhattan","2012",2010,1585873
825724,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",19.6,"Manhattan","2022",2020,1638281
827130,"Ozone (O3)","Mean","ppb","UHF42",34.9,"Brooklyn","2022",2020,2648452
602940,"Nitrogen dioxide (NO2)","Mean","ppb","CD",18.7,"Manhattan","2018",2010,1585873
213579,"Nitrogen dioxide (NO2)","Mean","ppb","CD",25.7,"Manhattan","2014",2010,1585873
121689,"Ozone (O3)","Mean","ppb","CD",26.7,"Queens","2009",2000,2229379
169423,"Fine particles (PM 2.5)","Mean","mcg/m3","CD",11.6,"Brooklyn","2011",2010,2552911
411048,"Fine particles (PM 2.5)","Mean","mcg/m3","CD",8.4,"Brooklyn","2016",2010,2552911
411047,"Fine particles (PM 2.5)","Mean","mcg/m3","CD",8.8,"Brooklyn","2015",2010,2552911
168656,"Fine particles (PM 2.5)","Mean","mcg/m3","CD",10.4,"Brooklyn","2012",2010,2552911
168644,"Fine particles (PM 2.5)","Mean","mcg/m3","CD",11.7,"Bronx","2012",2010,1385108
170237,"Fine particles (PM 2.5)","Mean","mcg/m3","CD",10.6,"Bronx","2010",2010,1385108
170267,"Fine particles (PM 2.5)","Mean","mcg/m3","CD",9.2,"Queens","2010",2010,2250002
649901,"Fine particles (PM 2.5)","Mean","mcg/m3","CD",9.9,"Manhattan","2019",2010,1585873
222458,"Ozone (O3)","Mean","ppb","UHF42",32.1,"Brooklyn","2012",2010,2552911
222584,"Ozone (O3)","Mean","ppb","UHF42",34.5,"Queens","2012",2010,2250002
222585,"Ozone (O3)","Mean","ppb","UHF42",31.4,"Queens","2013",2010,2250002
168559,"Fine particles (PM 2.5)","Mean","mcg/m3","CD",12.4,"Queens","2010",2010,2250002
169296,"Fine particles (PM 2.5)","Mean","mcg/m3","CD",11.1,"Bronx","2009",2000,1332650
168529,"Fine particles (PM 2.5)","Mean","mcg/m3","CD",14.4,"Bronx","2010",2010,1385108
547651,"Fine particles (PM 2.5)","Mean","mcg/m3","CD",7.9,"Bronx","2017",2010,1385108
605723,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",7.4,"Manhattan","2018",2010,1585873
177959,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",12.2,"Manhattan","2013",2010,1585873
823236,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",6.9,"Queens","2021",2020,2330295
177939,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",10.3,"Bronx","2013",2010,1385108
410827,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",7.2,"Queens","2016",2010,2250002
605753,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",6.9,"Queens","2018",2010,2250002
742259,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",8.3,"Queens","2021",2020,2330295
177948,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",10.6,"Brooklyn","2013",2010,2552911
177778,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",10.9,"Brooklyn","2009",2000,2465326
547402,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",8.1,"Brooklyn","2017",2010,2552911
170299,"Fine particles (PM 2.5)","Mean","mcg/m3","CD",11.2,"Bronx","2011",2010,1385108
170181,"Fine particles (PM 2.5)","Mean","mcg/m3","CD",11.5,"Bronx","2009",2000,1332650
213948,"Fine particles (PM 2.5)","Mean","mcg/m3","CD",9.1,"Bronx","2014",2010,1385108
177263,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",11.9,"Staten Island","2010",2010,468730
212816,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",10.4,"Manhattan","2014",2010,1585873
649725,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",7.8,"Manhattan","2018",2010,1585873
178515,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",10,"Queens","2011",2010,2250002
178487,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",11.5,"Bronx","2011",2010,1385108
178485,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",10.8,"Bronx","2011",2010,1385108
649755,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",7.2,"Queens","2018",2010,2250002
669742,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",6.1,"Queens","2020",2020,2330295
178494,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",10.8,"Brooklyn","2011",2010,2552911
178410,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",11,"Brooklyn","2009",2000,2465326
410763,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",8.3,"Brooklyn","2016",2010,2552911
742189,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",6.8,"Brooklyn","2020",2020,2648452
410742,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",8.1,"Bronx","2016",2010,1385108
177795,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",12.3,"Manhattan","2009",2000,1537195
177250,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",14.8,"Manhattan","2010",2010,1585873
177796,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",13.2,"Manhattan","2009",2000,1537195
649680,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",7.8,"Bronx","2018",2010,1385108
669823,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",6.1,"Bronx","2020",2020,1446788
169380,"Fine particles (PM 2.5)","Mean","mcg/m3","CD",12.1,"Queens","2010",2010,2250002
169439,"Fine particles (PM 2.5)","Mean","mcg/m3","CD",11.6,"Queens","2011",2010,2250002
411006,"Fine particles (PM 2.5)","Mean","mcg/m3","CD",9.2,"Bronx","2016",2010,1385108
410967,"Fine particles (PM 2.5)","Mean","mcg/m3","CD",9.8,"Manhattan","2016",2010,1585873
169421,"Fine particles (PM 2.5)","Mean","mcg/m3","CD",12.9,"Brooklyn","2011",2010,2552911
169362,"Fine particles (PM 2.5)","Mean","mcg/m3","CD",13.4,"Brooklyn","2010",2010,2552911
669802,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",5.9,"Brooklyn","2020",2020,2648452
334000,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",7.7,"Brooklyn","2015",2010,2552911
649713,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",6.7,"Brooklyn","2018",2010,2552911
178510,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",12.3,"Manhattan","2011",2010,1585873
211422,"Fine particles (PM 2.5)","Mean","mcg/m3","Borough",10.3,"Manhattan","2014",2010,1585873
166636,"Nitrogen dioxide (NO2)","Mean","ppb","CD",24.8,"Bronx","2009",2000,1332650
165869,"Nitrogen dioxide (NO2)","Mean","ppb","CD",31.7,"Bronx","2010",2010,1385108
550028,"Nitrogen dioxide (NO2)","Mean","ppb","CD",21.3,"Bronx","2017",2010,1385108
167509,"Nitrogen dioxide (NO2)","Mean","ppb","CD",36.6,"Manhattan","2009",2000,1537195
167533,"Nitrogen dioxide (NO2)","Mean","ppb","CD",27,"Brooklyn","2009",2000,2465326
167651,"Nitrogen dioxide (NO2)","Mean","ppb","CD",25.9,"Brooklyn","2011",2010,2552911
213442,"Nitrogen dioxide (NO2)","Mean","ppb","CD",16.1,"Queens","2014",2010,2250002
167669,"Nitrogen dioxide (NO2)","Mean","ppb","CD",24.4,"Queens","2011",2010,2250002
667669,"Nitrogen dioxide (NO2)","Mean","ppb","CD",18.4,"Brooklyn","2020",2020,2648452
667597,"Nitrogen dioxide (NO2)","Mean","ppb","CD",18.8,"Bronx","2020",2020,1446788
336850,"Nitrogen dioxide (NO2)","Mean","ppb","CD",21.2,"Queens","2015",2010,2250002
177816,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",12.7,"Bronx","2010",2010,1385108
177868,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",11.2,"Brooklyn","2011",2010,2552911
410781,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",7.9,"Brooklyn","2016",2010,2552911
174229,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF34",10.5,"Manhattan","2012",2010,1585873
549912,"Nitrogen dioxide (NO2)","Mean","ppb","UHF34",24.3,"Brooklyn","2016",2010,2552911
211764,"Nitrogen dioxide (NO2)","Mean","ppb","UHF34",20.2,"Brooklyn","2014",2010,2552911
222531,"Ozone (O3)","Mean","ppb","UHF42",26.9,"Manhattan","2013",2010,1585873
222530,"Ozone (O3)","Mean","ppb","UHF42",30.2,"Manhattan","2012",2010,1585873
743705,"Ozone (O3)","Mean","ppb","UHF42",27.8,"Manhattan","2021",2020,1638281
122149,"Ozone (O3)","Mean","ppb","UHF34",28.7,"Queens","2009",2000,2229379
122132,"Ozone (O3)","Mean","ppb","UHF34",27.7,"Brooklyn","2009",2000,2465326
172706,"Nitrogen dioxide (NO2)","Mean","ppb","UHF34",17.3,"Queens","2012",2010,2250002
825930,"Nitrogen dioxide (NO2)","Mean","ppb","UHF34",12.5,"Brooklyn","2022",2020,2648452
336741,"Nitrogen dioxide (NO2)","Mean","ppb","CD",27.4,"Manhattan","2014",2010,1585873
742485,"Fine particles (PM 2.5)","Mean","mcg/m3","CD",7,"Brooklyn","2021",2020,2648452
212070,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF34",9.6,"Brooklyn","2014",2010,2552911
